reviewerID,asin,overall,unixReviewTime,uid,iid
A2U5WUR3YCVOLI,B000HAB4NK,4,1391212800,75,5
AQP1VPK16SVWM,B000HAB4NK,5,1165449600,76,5
A2DO8VDL44621,B000HAB4NK,5,1400889600,77,5
AP3B615GM191G,B000HAB4NK,5,1241049600,78,5
A279AT4OT92T2E,B000HKWE3O,5,1378944000,79,6
A1F8K8UJAT9BSM,B000HKWE3O,5,1398729600,80,6
A10KVORU2FMSOG,B000HKWE3O,4,1391990400,67,6
A2PI7R368PGMVD,B000HKWE3O,5,1404432000,81,6
A2YODUWYK547ID,B000HKWE3O,5,1392163200,82,6
A31JTMZQF2Z1GT,B000HZEHL6,4,1384819200,83,7
A3AP3CDXP7HF6Y,B000HZEHL6,5,1173571200,84,7
AB0GGIQBNB36Q,B000HZEHL6,4,1346976000,85,7
A2F7CCPK4QL359,B000HZEHL6,5,1176854400,86,7
A89NXH5WEOEJM,B000HZEHL6,5,1390435200,87,7
AVK8EK50NY2O7,B000HZEHL6,5,1373932800,88,7
A2BHEPYIDR182L,B000HZEHL6,5,1324857600,89,7
A1SDA5A53Z5AQ9,B000HZEHL6,5,1397692800,90,7
A1UOTG037037XY,B000HZEHL6,4,1278028800,91,7
A1BLPBS90I0GRK,B000HZEHL6,5,1344211200,92,7
A1U11PS71ML0YJ,B000HZEHL6,5,1223164800,93,7
A2TXR85WQLE32N,B000HZEHL6,5,1249084800,94,7
APL6O92MS25MJ,B000HZEHL6,4,1375574400,95,7
A32B6XWNR55SRL,B000HZEHL6,5,1371686400,96,7
A3CRNB557EW50L,B000HZEHL6,5,1366156800,97,7
A2RD1DGD4B61ZT,B000HZEHL6,5,1357689600,98,7
A2SFUXVK5RP8VE,B000HZEHL6,5,1369699200,99,7
A1NKDHSM1D0O00,B000HZEHL6,4,1363824000,100,7
AJ7SBFCIXPJM1,B000HZEHL6,5,1183680000,101,7
A3KX8D6NEZN50Z,B000HZEHL6,5,1359590400,102,7
A277Q2EXN4LSO8,B000HZEHL6,5,1361664000,103,7
A317L56T9Q55C2,B000HZEHL6,3,1173571200,104,7
A1XYM0DQWWHQEK,B000I5PVD8,5,1386806400,105,8
ADNPIJY4C1OYU,B000I5PVD8,3,1372636800,106,8
A2B913IHK6DJXN,B000I5PVD8,2,1368230400,107,8
A1THRWHZHFQ5TC,B000I5PVD8,3,1372982400,108,8
AUK6ECH59NWS7,B000I5PVD8,3,1385942400,109,8
A2Z7UOGHVYUKBZ,B000I5PVD8,4,1390176000,110,8
A2D71Z5MH6B5H2,B000I5PVD8,5,1367280000,111,8
A2LY80X4P9WNMS,B000I5PVD8,5,1385683200,112,8
AOSKVP0O69GI,B000I5PVD8,4,1367107200,113,8
A3G3IGM853CTM1,B000I5PVD8,3,1387411200,114,8
AUK6ECH59NWS7,B000I5Q0ZG,4,1385942400,109,9
A2U3LZ2KJB1071,B000I5Q0ZG,5,1400630400,115,9
A2Z7UOGHVYUKBZ,B000I5Q0ZG,4,1390176000,110,9
A1IDIJQ3VUMMP9,B000I5Q0ZG,4,1370217600,116,9
A2PI8HT5LKH9BQ,B000I5Q0ZG,3,1378425600,117,9
A3K0E9JKGAHI5T,B000I5RENI,5,1394236800,118,10
AF3L9HOKN1LHJ,B000I5RENI,5,1386201600,119,10
AUK6ECH59NWS7,B000I5RENI,4,1388102400,109,10
A2U3LZ2KJB1071,B000I5RENI,5,1401321600,115,10
A1WNVZCUUF3KUY,B000I5RENI,5,1398470400,120,10
A2PI8HT5LKH9BQ,B000I5RENI,5,1382400000,117,10
AUK6ECH59NWS7,B000I62JFU,3,1385942400,109,11
A2Z7UOGHVYUKBZ,B000I62JFU,4,1390176000,110,11
A2LY80X4P9WNMS,B000I62JFU,5,1385683200,112,11
A28X8OSUDWMH1X,B000I62JFU,4,1403049600,121,11
AAD32KTYF3DM0,B000I62JFU,5,1390867200,122,11
A3HD5775BDCBZ,B000I8FOZA,3,1394064000,123,12
A2AYC6LH5H781Y,B000I8FOZA,5,1390262400,124,12
A2ZWPX8M57V6BQ,B000I8FOZA,4,1370131200,125,12
ARADEBLBT3P17,B000I8FOZA,1,1392336000,126,12
ABVYGB2TKBO8F,B000I8FOZA,4,1354838400,127,12
ASCWWM8JQE0IE,B000I8FOZA,4,1394582400,128,12
A14SNJ7UV0U434,B000I8FOZA,4,1388016000,129,12
A2EV34WFAYU8JO,B000I8FOZA,4,1392163200,130,12
A1B9B1YZYS3B0S,B000I8FOZA,5,1391299200,131,12
A3S3KU23F9TAAP,B000I8H2ZU,5,1373500800,132,13
A2LZDPPCDRUBG6,B000I8H2ZU,5,1360281600,133,13
AL5P6IG4WZ57J,B000I8H2ZU,4,1373155200,134,13
AAWV26JJ1SGS0,B000I8H2ZU,5,1376006400,18,13
A1AU4WG25D1M1I,B000I8H2ZU,5,1386374400,135,13
A2TYCANMRZQ9SK,B000I9S5BE,5,1398988800,136,14
A250KHKTSW0D8Q,B000I9S5BE,5,1382140800,137,14
A338ZJ8F0K1F43,B000I9S5BE,5,1372550400,138,14
A3FU1Y1RC5EUIF,B000I9S5BE,1,1376956800,139,14
A2U3LZ2KJB1071,B000I9S5BE,5,1365811200,115,14
A1ITK3REEMXTGO,B000I9S5BE,5,1382140800,140,14
A1TQBAHI3M4ZBQ,B000I9S5BE,5,1370908800,141,14
A3AQ6Z6SRTSIS3,B000I9S5BE,5,1394064000,142,14
A14RQYFJIDEKDX,B000I9S5BE,5,1390262400,143,14
A1MF60XUU26417,B000I9S5BE,5,1366761600,144,14
A19CXQPHO9E5ZT,B000I9S5BE,5,1371081600,145,14
A2WNSWP6KMCK99,B000I9S5BE,5,1389657600,146,14
A2VGLAMPPWCTJS,B000I9S5BE,5,1385683200,147,14
A21HGY8ABK1S3B,B000I9S5BE,5,1372723200,148,14
A2EORNKDK4RRX4,B000I9S5BE,5,1376784000,149,14
A1KI5O2SNMVGIT,B000I9S5BE,5,1402358400,150,14
A1WYAOUIIKBI3N,B000I9S5BE,5,1372550400,151,14
AXRGYVS0G2IB6,B000I9S5BE,4,1379030400,152,14
A1G9ZSWYWORQYD,B000I9S5BE,5,1358380800,153,14
A332FB9E2DQNPE,B000I9S5BE,5,1397952000,154,14
A2RM5ZSZJQL7WY,B000I9S5BE,5,1392163200,155,14
A2TMN4MGF1OH0C,B000I9S5BE,5,1397779200,156,14
A2WVEWJJ209YSE,B000I9S5BE,5,1379116800,157,14
AEQKBT65V9ZQ6,B000I9S5BE,5,1396656000,158,14
ATZDDDSAMIWWL,B000I9TWV6,5,1391299200,159,15
A97SYN9QG1OOR,B000I9TWV6,5,1386979200,160,15
A3EOHF2YSVZA9L,B000I9TWV6,5,1366156800,161,15
AGXO0AH7D1284,B000I9TWV6,5,1389139200,162,15
A3CZBXUTAW3HBV,B000I9TWV6,4,1383091200,163,15
A26WHR1IP0A250,B000I9TWV6,4,1392681600,164,15
AKH3U1WEXRLT2,B000I9TWV6,5,1377216000,165,15
A16MNGKBV478ZS,B000I9TWV6,4,1361923200,166,15
A3CN755I6UPMR0,B000I9TWV6,5,1399420800,167,15
A3FU1Y1RC5EUIF,B000I9TWV6,5,1388707200,139,15
A93MMFYEAOTXY,B000I9TWV6,5,1361923200,168,15
A2FAFPND21JMIN,B000I9TWV6,5,1379808000,169,15
A1UPCQEJVSTZPT,B000I9TWV6,4,1388275200,170,15
AZ0O8WAEV9J0,B000I9TWV6,3,1389484800,171,15
A14SF5SOJBZGT2,B000I9TWV6,4,1391990400,172,15
A2HJFRQZGVSGEE,B000I9TWV6,5,1381968000,173,15
A20CCVJU2RD853,B000I9TWV6,5,1364515200,174,15
A2YLF4H83VP084,B000I9TWV6,4,1362787200,175,15
A1X19U2WLS35W2,B000I9TWV6,5,1370649600,176,15
ASV32EYIX7HV7,B000I9TWV6,5,1397952000,177,15
A2PEU4WKCDJ107,B000I9TWV6,4,1380412800,178,15
A3VU9TAIPQ2LBN,B000I9TWV6,5,1394236800,179,15
A3K24OIL1BDDNT,B000I9TWV6,5,1374624000,180,15
A19CXQPHO9E5ZT,B000I9TWV6,5,1394064000,145,15
A1BX06Z8YC3RLS,B000I9TWV6,5,1367625600,181,15
A3O4HWDCNLGEST,B000I9TWV6,3,1387497600,182,15
AUOZZLT9ERJ6S,B000I9TWV6,5,1395360000,183,15
A2QU74ZZPA27OI,B000I9TWV6,1,1341878400,184,15
A2L24AUZ5CW6E4,B000I9TWV6,5,1393200000,185,15
AICB3O50OQO63,B000I9TWV6,3,1400976000,186,15
AL2TCIE6P8OS4,B000I9TWV6,5,1393632000,187,15
ADLOUQU7A7561,B000I9TWV6,4,1360800000,188,15
A19VJ2IQLO50G0,B000I9TWV6,4,1396396800,189,15
A1KI5O2SNMVGIT,B000I9TWV6,5,1393891200,150,15
A1VX5R7X7X7BQK,B000I9TWV6,5,1369785600,190,15
A1D6UNQLQC9I1U,B000I9TWV6,5,1401926400,191,15
AO2DZ7WIPM74U,B000I9TWV6,3,1378252800,192,15
A1IKFBECFIKN1X,B000I9TWV6,5,1397779200,193,15
A1COWJRBTXJWVY,B000I9TWV6,4,1389830400,194,15
A2K152LG69WTK2,B000I9TWV6,5,1381449600,195,15
A24V8UJZXMAB6M,B000I9TWV6,5,1396396800,196,15
A3VQ1POM0N5388,B000I9TWV6,4,1401235200,197,15
A2TO3FEFPPEW55,B000I9TWV6,1,1400544000,198,15
A1R6E48W5J42Z,B000I9TWV6,4,1392940800,199,15
A29DPIH2YXFKRJ,B000I9TWV6,5,1381622400,200,15
ARHYU0IMJFOS5,B000I9TWV6,5,1391212800,201,15
A2QPY7AWL38XY8,B000I9TWV6,3,1392681600,202,15
ANIO9G5R8D6FF,B000I9TWV6,4,1380844800,203,15
A3DGB4HN3QCGAL,B000IBUIS0,3,1355702400,204,16
A72BEKNJCGJA8,B000IBUIS0,3,1377216000,205,16
A853IU3HPURU,B000IBUIS0,5,1359072000,206,16
AUCISQA1YXX86,B000IBUIS0,1,1185321600,207,16
A21ZXM8XB9XJHK,B000IBUIS0,5,1200441600,208,16
A3S48Q63UPO9L6,B000IBUIS0,5,1365811200,209,16
A2ZT9K1PFBZ1L9,B000IBUIS0,5,1379548800,210,16
A2M6G35BNRRWXS,B000IBUIS0,5,1396569600,211,16
A6TA0W67357VF,B000IBUIS0,5,1395705600,212,16
A1FEITLECMZ6EW,B000IBUIS0,4,1346112000,213,16
A2AIE7ZJIW2T6S,B000IBUIS0,5,1368921600,214,16
ADY76XRF9PZ5M,B000IBUIS0,5,1339200000,215,16
A3573A5Y7U5AS4,B000IBUIS0,5,1363305600,216,16
A1BZO0THZKLQE4,B000IBUIS0,5,1189296000,217,16
AUY6OZTQM4YE6,B000IBUIS0,5,1368576000,218,16
A10KVORU2FMSOG,B000IBUIS0,4,1390867200,67,16
A1RXBAJDU8XCCX,B000IBUIS0,5,1404000000,219,16
A1ZVCVODKPED2G,B000IBUIS0,5,1394064000,220,16
AFV2584U13XP3,B000IBUIS0,4,1348272000,221,16
A16QODENBJVUI1,B000IBUIS0,4,1179360000,222,16
ABHFDY6XU5Z3B,B000IBUIS0,4,1401840000,223,16
A1E3WEJRJLWSSP,B000IBUIS0,5,1187827200,224,16
A253TX57EZ6HF1,B000IBUIS0,4,1390867200,225,16
A360E528ENYXA1,B000IBUIS0,5,1385683200,226,16
A1EQO7W4NS3V2I,B000IBUIS0,5,1382486400,227,16
AQP1VPK16SVWM,B000IBUIS0,4,1186272000,76,16
A33LMH8SBNUA76,B000IBUIS0,3,1188777600,228,16
A1P98DMX8YUSNW,B000IBUP6A,3,1324080000,229,17
A234PK90SOCFSF,B000IBUP6A,5,1239148800,230,17
A2GCHG6U8HTVIT,B000IBUP6A,5,1255824000,231,17
A2B73CL3QSYWLB,B000IBUP6A,4,1243728000,232,17
A18SYB7HBJRKUE,B000IBUP6A,4,1364169600,233,17
A3LGDXHXYBMGCY,B000IBUP6A,5,1273881600,234,17
A1ALVTBS2UO10,B000IBUP6A,5,1400803200,235,17
A2RCEQLQA8TZRJ,B000IBUP6A,3,1403740800,236,17
A17LEYMZI8OYOQ,B000IBUP6A,5,1243209600,237,17
A3UPYGJKZ0XTU4,B000IBUP6A,4,1274659200,238,17
A205NEEKCQY4F8,B000IBUP6A,3,1325894400,239,17
ACFEHL6SQ7SBQ,B000ICRKLM,5,1348185600,240,18
A1OE5P78QIQ13G,B000ICRKLM,5,1398643200,241,18
A1K57CP4QTYR6S,B000ICRKLM,5,1399420800,242,18
A21ZXM8XB9XJHK,B000ICRKLM,5,1200441600,208,18
A103IEEZ5YCVRE,B000ICRKLM,5,1403568000,243,18
A2R1ME16LOYENY,B000ICRKLM,4,1200873600,244,18
A1K7R1U4QZS3W2,B000ICRKLM,5,1380844800,245,18
A1OXSBQA7Y0QEG,B000ICRKLM,5,1355529600,246,18
A1AVOKBIPDODKY,B000ICRKLM,5,1392249600,247,18
A2DMK04EV8M4OV,B000ICRKLM,4,1376524800,248,18
A3E9755POMX4K8,B000ICRKLM,5,1388793600,249,18
A2Q3SBLSHXFF3L,B000ICRKLM,5,1387670400,250,18
AH3A6BN5E4UPP,B000ICRKLM,5,1384646400,251,18
A11ED8O95W2103,B000ICRKLM,4,1194134400,252,18
A1BZO0THZKLQE4,B000ICRKLM,3,1213747200,217,18
A2MD6815TK32I4,B000ICRKLM,5,1368230400,253,18
A1S4SG13XO9BRT,B000ICRKLM,5,1401840000,254,18
A1ZVCVODKPED2G,B000ICRKLM,5,1398211200,220,18
AFV2584U13XP3,B000ICRKLM,4,1348704000,221,18
A106TIENB4CC0V,B000ICRKLM,3,1376438400,255,18
A16QODENBJVUI1,B000ICRKLM,3,1183852800,222,18
AOVBJDNMWHYME,B000ICRKLM,5,1389312000,256,18
A2N7W5LG2F13GK,B000ICRKLM,5,1396396800,257,18
A2QDPJRVXL7P4F,B000ICRKLM,5,1206144000,258,18
A253TX57EZ6HF1,B000ICRKLM,5,1378339200,225,18
A360E528ENYXA1,B000ICRKLM,5,1395705600,226,18
A2ZV7BXTMFWBIH,B000ICRKLM,5,1395705600,259,18
A1ILIM2XQNFAM6,B000IJRK7O,4,1193702400,260,19
A1VF5LN6SHFVFJ,B000IJRK7O,5,1278028800,261,19
A1B0IHL4JZBPH5,B000IJRK7O,5,1361836800,262,19
A109ME7C09HM2M,B000IJRK7O,5,1364083200,263,19
A1LPKQWRHTAHQN,B000IJRK7O,5,1361318400,264,19
A3JNY2MSXKTXZW,B000IJRK7O,3,1401580800,265,19
A2A6NH6DPE0VXR,B000IJRK7O,4,1178928000,266,19
A34D06JL7LC6MU,B000IJRK7O,5,1191110400,267,19
AJKWF4W7QD4NS,B000IJRK7O,5,1188432000,41,19
A1ATHDILELXROF,B000IJRK7O,5,1396569600,268,19
A332YTFFMDEY0Q,B000IJRK7O,5,1367366400,269,19
A2LI3BBF5MK8A1,B000IJRK7O,5,1377648000,270,19
A18758S1PUYIDT,B000IJRK7O,5,1195948800,271,19
A33LMH8SBNUA76,B000IJRK7O,4,1188777600,228,19
A38Z66H58RIJ64,B000IK882Y,5,1399939200,272,20
A20IIR0422G3A5,B000IK882Y,5,1376265600,273,20
A1HKBX2L0DV258,B000IK882Y,5,1259625600,274,20
A1U11PS71ML0YJ,B000IK882Y,5,1242604800,93,20
A1DJLUH6JQ1RHQ,B000IK882Y,5,1296432000,275,20
A3D4YTF8EL8YKH,B000IK882Y,5,1198195200,276,20
A1JR65ST3K320A,B000IK882Y,5,1370217600,277,20
A36RIPWL7NKHPH,B000IK882Y,5,1192665600,278,20
A3LH77PBDFEO3F,B000IK882Y,5,1183680000,279,20
A2HVL790PBWYTU,B000IK882Y,5,1190073600,54,20
A3UDYY6L2NH3JS,B000IK882Y,5,1295049600,280,20
A1IGN5VTOULKKE,B000IK882Y,5,1371513600,281,20
AKS9SJTHTU0OM,B000IK882Y,4,1365984000,282,20
A3R4NAFMN22TBW,B000IK882Y,5,1295049600,283,20
A2SP0JYHJEN7SV,B000IK882Y,5,1375228800,284,20
A2QWF2BJ2FM4R2,B000IK882Y,5,1192233600,35,20
A25KKXUQQ0OLWB,B000IK882Y,4,1284076800,285,20
A331OF34UX4Y1K,B000IK882Y,4,1199059200,62,20
A16J2ZXOYM661W,B000IK882Y,5,1369094400,286,20
AFFVUZEGP1FDQ,B000IK882Y,4,1190160000,287,20
A2C2YJPIZOFDFT,B000IK882Y,5,1380499200,288,20
A1OBPHRXHZF8P6,B000IK882Y,4,1189900800,289,20
A2QDPJRVXL7P4F,B000IK882Y,5,1215302400,258,20
A1S4NMO34CBCMJ,B000IK882Y,5,1238284800,290,20
A18758S1PUYIDT,B000IK882Y,5,1190160000,271,20
AR6MI6AVH9YML,B000IK882Y,5,1389052800,291,20
AWBXDSNVRS7C0,B000IKP5AM,5,1374969600,292,21
A2L0G56BNOTX6S,B000IKP5AM,5,1366329600,293,21
A1REM7I2ZEE195,B000IKP5AM,5,1370563200,294,21
ACSH5YJ36Y2ZO,B000IKP5AM,5,1377820800,295,21
AOXZZN25ZEQ6M,B000IKP5AM,5,1368489600,296,21
A15N67ZYHS824P,B000IKP5AM,5,1374883200,297,21
A2VLNEKAUPCVCG,B000IKP5AM,5,1374710400,298,21
AFJ9VM9YIFH18,B000IKP5AM,5,1373068800,299,21
A3H4D7INC7464C,B000IKP5AM,5,1379116800,300,21
AOWWT9PZ1UP2V,B000IKP5AM,5,1372982400,301,21
A1YTRUGJGDH76T,B000IKQX44,3,1365465600,302,22
A7VOYAAV4QNP5,B000IKQX44,4,1399161600,303,22
A1D2TKAM3F55VN,B000IKQX44,1,1402617600,304,22
AMOS0E4FEHZQC,B000IKQX44,3,1373328000,305,22
A1FXID63Q00LA,B000IKQX44,3,1361059200,306,22
AJGJN9WKAVLKP,B000IKQX44,4,1380412800,307,22
AHIK7BUXFRMT8,B000IKQX44,4,1381363200,308,22
A23WWSJGLA1JYY,B000IKQX44,3,1395964800,309,22
A3MFF3HWX2TB60,B000IKQX44,4,1375574400,310,22
A2ZWPX8M57V6BQ,B000IKQX44,3,1360800000,125,22
A3LDLV1GWQJLEQ,B000IKQX44,5,1383350400,311,22
A1VTIQMM5L2ZK9,B000IKQX44,3,1390867200,312,22
A34MCFO8OUYFVJ,B000IKQX44,3,1397779200,313,22
A2R0JNWS3JEYQP,B000IKQX44,1,1390867200,314,22
A23JS9UFZWZKH0,B000IKQX44,3,1399507200,315,22
A2MPEWXOPVMDVD,B000IKQX44,4,1400198400,316,22
A17NBATBHU8GP9,B000IKQX44,4,1352851200,317,22
A11VIFGR4W70YW,B000IKQX44,4,1364601600,318,22
A1VJT2ZQ6MEFQQ,B000IKQX44,4,1393804800,319,22
A2KFBDKKMSVN4Y,B000IKQX44,3,1399593600,320,22
AIYEG9VA07EZS,B000IKQX44,3,1404691200,321,22
A2QEQ5WQG1N4HO,B000IKQX44,4,1376092800,322,22
AWC64YSKNB3BP,B000IKQX44,1,1395705600,323,22
A1O46RR2M2T963,B000IO3OBK,5,1352678400,324,23
A1ITK3REEMXTGO,B000IO3OBK,5,1390867200,140,23
AJI274VTPS98E,B000IO3OBK,5,1393632000,325,23
A2FZXIA25GIAJS,B000IO3OBK,5,1373760000,326,23
A1W52R10Q5XC6U,B000IO3OBK,5,1384473600,327,23
A1K0WGC1ZVUWDL,B000IO3OBK,5,1374364800,328,23
ARRC9IHPZ39U5,B000IO3OBK,5,1404864000,329,23
A3LOEAFCDUA1W7,B000IO3OBK,5,1365120000,330,23
A1J5SY2TZJG4VU,B000IO3OBK,3,1360368000,331,23
A1STPMGQSC12NS,B000IO3OBK,5,1389484800,332,23
A1U11PS71ML0YJ,B000IVUL64,5,1207872000,93,24
A1ZKTI37TXXR89,B000IVUL64,4,1363046400,333,24
A1EMD1AUIURQVJ,B000IVUL64,5,1393113600,334,24
A33PNAQ33DGBJG,B000IVUL64,5,1196726400,335,24
ATYZTTIYVC1WL,B000IVUL64,5,1360022400,336,24
A31JTMZQF2Z1GT,B000IXUOP0,4,1384819200,83,25
AB0GGIQBNB36Q,B000IXUOP0,5,1346976000,85,25
A89NXH5WEOEJM,B000IXUOP0,5,1399161600,87,25
AVK8EK50NY2O7,B000IXUOP0,5,1373932800,88,25
A1SDA5A53Z5AQ9,B000IXUOP0,5,1397692800,90,25
A1UOTG037037XY,B000IXUOP0,4,1278460800,91,25
A1BLPBS90I0GRK,B000IXUOP0,5,1326153600,92,25
A1U11PS71ML0YJ,B000IXUOP0,5,1263168000,93,25
A2DGLPFS0COA0C,B000IXUOP0,5,1214524800,337,25
A2TXR85WQLE32N,B000IXUOP0,5,1249776000,94,25
A36RIPWL7NKHPH,B000IXUOP0,5,1200700800,278,25
A32B6XWNR55SRL,B000IXUOP0,5,1375142400,96,25
ABVYGB2TKBO8F,B000IXUOP0,5,1174176000,127,25
A2RD1DGD4B61ZT,B000IXUOP0,5,1378080000,98,25
A33PNAQ33DGBJG,B000IXUOP0,5,1205280000,335,25
ATYZTTIYVC1WL,B000IXUOP0,5,1369699200,336,25
ASXL207Z7R6SC,B000IXUOP0,4,1267660800,338,25
A2SFUXVK5RP8VE,B000IXUOP0,5,1369699200,99,25
AJ7SBFCIXPJM1,B000IXUOP0,4,1198540800,101,25
A3FZGDI9RI5HZK,B000J0Q1KO,5,1309824000,339,26
A328547P5BGZC,B000J0Q1KO,5,1211068800,340,26
A2CVP31XTYSZFE,B000J0Q1KO,3,1237680000,341,26
A2D2P57Q33UI6V,B000J0Q1KO,5,1405036800,342,26
A1U11PS71ML0YJ,B000J0Q1KO,5,1208476800,93,26
AQKR4G6U34RBE,B000J0Q1KO,5,1255564800,343,26
A1EMD1AUIURQVJ,B000J0Q1KO,5,1379203200,334,26
A24ZFFRQ4MG3XL,B000J0Q1KO,5,1191110400,344,26
A16XRPF40679KG,B000J0Q1KO,5,1246492800,4,26
A33PNAQ33DGBJG,B000J0Q1KO,4,1219363200,335,26
ATYZTTIYVC1WL,B000J0Q1KO,5,1379116800,336,26
AJKWF4W7QD4NS,B000J0Q1KO,5,1191456000,41,26
A265S6DC1KZGC,B000J0Q1KO,5,1317254400,345,26
AFHKFOO046N00,B000J1B1PI,5,1268352000,346,27
ADNPIJY4C1OYU,B000J1B1PI,4,1400803200,106,27
A29VW1OZ9FFLTQ,B000J1B1PI,5,1401753600,347,27
A186XAEM5XB0D9,B000J1B1PI,5,1397952000,348,27
A1U11PS71ML0YJ,B000J1B1PI,5,1209427200,93,27
