reviewerID,asin,overall,unixReviewTime,uid,iid
A781ITP3HE2N5,B000068NW5,5.0,1380844800,72,6
AN73VQ17FZVJ8,B000068NW5,3.0,1371168000,73,6
ALUTHT4U058KZ,B000068NW5,4.0,1334620800,74,6
A1A15ECLHM9BQY,B000068NW5,5.0,1404950400,75,6
A1S8R9OAIQT7YI,B000068NW5,4.0,1403913600,76,6
A3RHT4KI3H5TVH,B000068NW5,5.0,1379894400,77,6
AVY8D3ULJTX0H,B000068NW5,5.0,1357603200,78,6
A15BHBF0L0HV1F,B000068NW5,5.0,1320192000,79,6
A1AFN4T80DZ3RR,B000068NW5,5.0,1383868800,80,6
A3DCG2MNPR4BW,B000068NW5,5.0,1369180800,81,6
A3NGAQKJ6X088B,B000068NW5,5.0,1402876800,82,6
A35XRT4BW4I6UD,B000068NW5,5.0,1346976000,83,6
AKYDGCKCY7H9F,B000068NW5,5.0,1381363200,84,6
A19NGYCQ1NCF3W,B000068NW5,4.0,1295568000,85,6
A3UD50M7M72150,B000068NW5,1.0,1394755200,86,6
A2B78RXJ2PB6ZD,B000068NW5,5.0,1328313600,87,6
A18RGYRCEN181M,B000068NW5,5.0,1386633600,88,6
A18LZ6VHS4DK69,B000068NW5,5.0,1360886400,89,6
AQG6AQXC703WD,B000068NZC,3.0,1395792000,90,7
A2YGWCX3DQ6ER0,B000068NZC,5.0,1372550400,91,7
A21VM9WVF8EOSJ,B000068NZC,5.0,1323129600,92,7
A3M48SSAOTBSMW,B000068NZC,5.0,1335312000,93,7
AFLRU6952DEFX,B000068NZC,4.0,1396828800,94,7
A1W3CEEQBJ4GTN,B000068NZC,2.0,1379289600,95,7
AXP9CF1UTFRSU,B000068NZC,5.0,1369526400,27,7
A1IR3NR4KRPIJ1,B000068NZG,5.0,1371686400,96,8
A2NYK9KWFMJV4Y,B000068NZG,5.0,1372118400,10,8
A2RS66Y79Q8X0W,B000068NZG,5.0,1400716800,97,8
A34IJACMU8C3IM,B000068NZG,4.0,1229299200,98,8
A2WYF4POBUXL2O,B000068NZG,4.0,1356825600,99,8
A3UPEG3LRWOX16,B000068O1N,4.0,1387929600,100,9
A2QJQ3HSJB4NS,B000068O1N,5.0,1358035200,101,9
A1MVH1WLYDHZ49,B000068O1N,5.0,1384128000,102,9
A2XXBZPQT5EXHV,B000068O1N,5.0,1392595200,103,9
A204ETWOV23HO4,B000068O1N,5.0,1373500800,104,9
A203OCQQ12MAVT,B000068O1N,5.0,1318723200,105,9
A319B090A2POEB,B000068O1N,5.0,1329004800,35,9
A3JUQ2E799OC5B,B000068O1N,5.0,1297728000,106,9
A2PN3GY7I3EKC1,B000068O1N,5.0,1381190400,107,9
A1FCX548TD6DLP,B000068O3D,5.0,1395792000,108,10
A35D9ODUCAMF5G,B000068O3D,5.0,1359158400,109,10
A3UETHIJBL6MCV,B000068O3D,5.0,1329350400,110,10
A2Y8JW5NSY95OL,B000068O3D,5.0,1368230400,111,10
A3FW4THIMBIN6V,B000068O3D,4.0,1346630400,112,10
AT09WGFUM934H,B000068O3D,5.0,1384300800,113,10
A1NAA1R38JSNHV,B000068O3D,5.0,1357257600,114,10
A1F4KCBVDP8S25,B000068O3X,5.0,1327881600,115,11
A4BTCECGQAIUI,B000068O3X,4.0,1375747200,116,11
AROOYR32BS1VL,B000068O3X,4.0,1369440000,117,11
A2F2L5F9OWWVY6,B000068O3X,5.0,1360454400,118,11
A3PL8ENSYWS1PZ,B000068O3X,5.0,1394928000,119,11
A23BIOQUMRC7K5,B000068O3X,5.0,1359504000,120,11
A27DR1VO079F1V,B000068O3X,5.0,1392768000,29,11
A3OZC468867FW8,B000068O3X,4.0,1355875200,121,11
AJ3MI4QT7339J,B000068O3X,5.0,1403913600,122,11
A3OJ0RGAECAGH8,B000068O3X,5.0,1296172800,123,11
A22LLQ00V32YZJ,B000068O3X,4.0,1399334400,124,11
A1N06X05VZWO5Y,B000068O3X,5.0,1392854400,64,11
A2LBHMQ3142G3S,B000068O3X,5.0,1289606400,125,11
AEG2MOBNK5KCA,B000068O3X,5.0,1374192000,126,11
A3V1A3C9DTLPME,B000068O3X,5.0,1336262400,127,11
A3200TEQBFSDRX,B000068O3X,5.0,1398643200,128,11
AFLRU6952DEFX,B000068O3X,5.0,1403568000,94,11
A3HLW3G0TA8GX1,B000068O4H,4.0,1392076800,129,12
A9J03MF2689TS,B000068O4H,5.0,1326240000,130,12
AQFOCVEBDCYU9,B000068O4H,5.0,1375228800,131,12
A3GSBNVP2LPFRB,B000068O4H,5.0,1393545600,132,12
A37U8NH2CD9EDX,B000068O4H,4.0,1363737600,133,12
A1M957IA3QNX7X,B000068O4H,4.0,1363651200,134,12
AEN6KDJ3AJDK6,B000068O4H,2.0,1388361600,135,12
A17CU1D2CWXOHB,B000068O4H,5.0,1397606400,37,12
ALHC64J88LVWO,B000068O4H,5.0,1383436800,136,12
AKDQONDXN72MW,B000068O4H,5.0,1383004800,137,12
A3HLW3G0TA8GX1,B000068O59,4.0,1392076800,129,13
A3M05N9UWHIXUI,B000068O59,5.0,1354320000,138,13
A28P7V9KI7MXP,B000068O59,5.0,1369094400,139,13
A26JHKA8SNXV6P,B000068O59,4.0,1370649600,140,13
A1VHCO8RQFIGQJ,B000068O59,5.0,1362355200,141,13
A2RS66Y79Q8X0W,B000068O59,5.0,1396310400,97,13
A2H5GRB3XXEBX0,B00006LVEU,5.0,1383264000,142,14
A1LS2UXHG1BYRG,B00006LVEU,5.0,1349308800,143,14
A3HCK3UXD6WS4G,B00006LVEU,5.0,1366848000,144,14
A2WT46GVYE1ZDD,B00006LVEU,3.0,1381190400,145,14
A2EZWZ8MBEDOLN,B00006LVEU,5.0,1390867200,18,14
A2BRXREMT5WZJ0,B00006LVEU,5.0,1396483200,146,14
A1L7M2JXN4EZCR,B00006LVEU,4.0,1399593600,51,14
A3EUD541ZM0R0R,B00006LVEU,5.0,1396569600,147,14
AMNTZU1YQN1TH,B00006LVEU,5.0,1389139200,9,14
AXWB93VKVML6K,B00006LVEU,5.0,1371340800,25,14
A19JA9J3BFBKNO,B00006LVEU,3.0,1402358400,148,14
AKYDGCKCY7H9F,B00006LVEU,5.0,1306454400,84,14
AKLDKUON6YY0X,B00006LVEU,5.0,1381363200,149,14
A2SH4497XM1HET,B00006LVEU,5.0,1374278400,150,14
A1LQC225SE8UNI,B00009W40D,5.0,1392595200,30,15
A2QDVOUXE4PYIM,B00009W40D,5.0,1326240000,151,15
A12YXGXV4MATDS,B00009W40D,4.0,1395100800,152,15
A1RHGZOBDC3WQF,B00009W40D,5.0,1393718400,153,15
A6FIAB28IS79,B00009W40D,4.0,1244332800,154,15
A20EZ7E8WUH2GZ,B00009W40D,4.0,1325203200,155,15
A3HLW3G0TA8GX1,B00009W40G,4.0,1392076800,129,16
A1FI4UL6C50NZJ,B00009W40G,4.0,1331424000,156,16
A223S6N0DBQBHP,B00009W40G,5.0,1325894400,157,16
A10KH8EN77ZKWH,B00009W40G,4.0,1330992000,158,16
A34LQ791ACZ0JC,B00009W40G,4.0,1356566400,159,16
A31XY5BETE8DUC,B00009W40G,3.0,1356480000,160,16
A1C92KYEEU1T0G,B0000AQRSR,4.0,1356048000,161,17
A2JN6080LXS12H,B0000AQRSR,4.0,1404345600,162,17
A2EWLWNMF65J5X,B0000AQRSR,5.0,1353369600,163,17
A1K8E597YAFQQG,B0000AQRSR,5.0,1396396800,164,17
A2N4QZ92NBKJZZ,B0000AQRSR,4.0,1386374400,165,17
A3TJMZ2YFNECYN,B0000AQRSS,4.0,1302307200,166,18
A2MR43RDPZX3J,B0000AQRSS,4.0,1401062400,167,18
A3VVKC910FN4EK,B0000AQRSS,5.0,1288051200,168,18
A3IICSS30MRX9M,B0000AQRSS,5.0,1297900800,169,18
A34LQ791ACZ0JC,B0000AQRSS,4.0,1251849600,159,18
A6FIAB28IS79,B0000AQRSS,4.0,1245974400,154,18
A18X6ZT4AEYVKB,B0000AQRSS,5.0,1387756800,170,18
A2LSR40ZH18TPH,B0000AQRST,5.0,1342569600,171,19
A7E0CJH464L82,B0000AQRST,5.0,1380758400,172,19
A2KI91IR3RA7D0,B0000AQRST,5.0,1147651200,173,19
A2DKLC2FJTY9OI,B0000AQRST,5.0,1384387200,174,19
A1MI9FDCNB3CMR,B0000AQRST,5.0,1140912000,175,19
A37AQI4AU3JWSR,B0000AQRST,5.0,1381708800,176,19
A37U8NH2CD9EDX,B0000AQRST,5.0,1363737600,133,19
A319B090A2POEB,B0000AQRST,4.0,1350604800,35,19
A34IJACMU8C3IM,B0000AQRST,4.0,1229126400,98,19
A217QN6PDMKS1A,B0000AQRST,5.0,1381276800,177,19
A32E8LG6I4W2AI,B0000AQRST,4.0,1365811200,178,19
AXABTEYS7A4A8,B0000AQRSU,5.0,1389312000,179,20
A67OJZLHBBUQ9,B0000AQRSU,5.0,1374537600,17,20
A1BN3DBBWLMT6V,B0000AQRSU,5.0,1387152000,180,20
A3AOB0VF6H0IF4,B0000AQRSU,4.0,1327795200,181,20
A3DDZ2SENG07MS,B0000AQRSU,4.0,1325808000,182,20
A2KI91IR3RA7D0,B0000AQRSU,4.0,1147737600,173,20
A18P5I03P4U8AI,B0000AQRSU,5.0,1402358400,183,20
A1AFH79R6W1QOQ,B0000AQRSU,5.0,1360022400,184,20
A18C03TA8N26L4,B0000AQRSU,5.0,1309910400,185,20
AQFOCVEBDCYU9,B0000AQRSU,5.0,1379116800,131,20
A1XXS0OSY2JLHW,B0000AQRSU,5.0,1356393600,186,20
A319B090A2POEB,B0000AQRSU,4.0,1350604800,35,20
AW6A4PPENVZY3,B0000AQRSU,4.0,1396569600,187,20
A34IJACMU8C3IM,B0000AQRSU,4.0,1229126400,98,20
A6FIAB28IS79,B0000AQRSU,5.0,1245110400,154,20
A2INSN8Z69R0FK,B0000AQRSU,4.0,1379203200,188,20
A32E8LG6I4W2AI,B0000AQRSU,4.0,1365811200,178,20
AJK15Q9JOEHRH,B000165DSM,5.0,1305072000,189,21
A1ESUYMIG3TZT0,B000165DSM,5.0,1303257600,190,21
AKSFZ4G1AXYFC,B000165DSM,4.0,1321574400,16,21
A3AOB0VF6H0IF4,B000165DSM,1.0,1359244800,181,21
A27DR1VO079F1V,B000165DSM,1.0,1392768000,29,21
A1L7M2JXN4EZCR,B000165DSM,4.0,1391904000,51,21
A203OCQQ12MAVT,B000165DSM,5.0,1272326400,105,21
A12YXGXV4MATDS,B000165DSM,5.0,1395100800,152,21
AQZ7HGW2FF4ED,B000165DSM,4.0,1290211200,191,21
A3E6FHS8DV037H,B000165DSM,5.0,1362009600,192,21
A3M48SSAOTBSMW,B000165DSM,4.0,1360281600,93,21
A1K45HFFFDNP1A,B000165DSM,4.0,1311811200,193,21
A12N7TJQR2RB9W,B000165DSM,4.0,1279497600,194,21
A2CPP7BZKOF9TP,B000165DSM,5.0,1366502400,195,21
AOINAOO0NQRGN,B000165DSM,4.0,1337558400,196,21
A3DGMJN91IUKGU,B000165DSM,5.0,1362268800,197,21
A3IZF3M92E7SI2,B000165DSM,5.0,1357948800,198,21
A3EU3ET85O8ZFX,B000165DSM,5.0,1325289600,199,21
AJK15Q9JOEHRH,B0001FTVD6,5.0,1334275200,189,22
A2QJQ3HSJB4NS,B0001FTVD6,5.0,1358035200,101,22
A1MVH1WLYDHZ49,B0001FTVD6,4.0,1383523200,102,22
ARID6HRKRWGFW,B0001FTVD6,5.0,1383523200,200,22
A35D9ODUCAMF5G,B0001FTVD6,5.0,1382054400,109,22
A1A64ANBPFSAT4,B0001FTVD6,5.0,1350864000,201,22
A1RHGZOBDC3WQF,B0001FTVD6,5.0,1393718400,153,22
A37AQI4AU3JWSR,B0001FTVD6,5.0,1355788800,176,22
AUK79PXTAOJP9,B0001FTVD6,5.0,1373241600,202,22
A2PN3GY7I3EKC1,B0001FTVD6,5.0,1402963200,107,22
A3CSSZ6U5J4YS5,B0001FTVD6,5.0,1403827200,203,22
A1S0HTDO0P4N5V,B0001FTVD6,5.0,1364860800,38,22
A2605LYSN10W9,B0002BACB4,5.0,1391126400,204,23
A7TRK2GG6BHWD,B0002BACB4,5.0,1358035200,34,23
AGYH5U11ZKPFB,B0002BACB4,5.0,1348099200,205,23
A26HM2R5529NYY,B0002BACB4,5.0,1364083200,206,23
A1K323WRUBGWC9,B0002BACB4,5.0,1313107200,207,23
A17A1KTVI3DG6U,B0002BACB4,5.0,1248134400,208,23
A2Z89YMZZJWBHS,B0002BACB4,5.0,1327449600,209,23
A1ARFA1NCN34UV,B0002CZR3G,5.0,1316563200,210,24
A2EZWZ8MBEDOLN,B0002CZR3G,3.0,1364515200,18,24
AXX6BZDD8K4JL,B0002CZR3G,4.0,1350345600,211,24
A3CR1EV98GQ87X,B0002CZR3G,5.0,1324944000,212,24
A5ZS85C5V40S8,B0002CZR3G,4.0,1174608000,213,24
A3H4FCMNBYS09K,B0002CZR3G,4.0,1370563200,214,24
A14VAT5EAX3D9S,B0002CZSJO,5.0,1364860800,1,25
A2RVY2GDMZHH4,B0002CZSJO,5.0,1356652800,215,25
A109JTUZXO61UY,B0002CZSJO,5.0,1383782400,216,25
A3EZEP0FX5BC1P,B0002CZSJO,4.0,1263859200,217,25
A1SCWHXAB2ZK7N,B0002CZSJO,5.0,1354752000,218,25
AXWI0P2EGDEQT,B0002CZSJO,5.0,1283472000,219,25
A26SN2CVQM4FKM,B0002CZSJO,4.0,1402444800,220,25
A165EMA3YTIM6A,B0002CZSJO,4.0,1325548800,221,25
A1CNDQC2IXGEPN,B0002CZSJO,5.0,1396310400,222,25
A1S7QABO64Z554,B0002CZSJO,5.0,1312243200,223,25
A1BH17V8BKLES,B0002CZSJO,5.0,1388534400,224,25
A1CUB195YB9XKO,B0002CZSJO,5.0,1389657600,225,25
A1JVHQXG7GST9J,B0002CZSJO,5.0,1404000000,226,25
AZJPNK73JF3XP,B0002CZSJO,4.0,1391731200,227,25
A2C7BOQVFH1HLE,B0002CZSJO,5.0,1229644800,228,25
A2IN5BKM9IQT6Z,B0002CZSJO,5.0,1372032000,229,25
A2XF1IANVPK7F,B0002CZSJO,5.0,1403913600,230,25
A22LLQ00V32YZJ,B0002CZSJO,5.0,1404691200,124,25
A56EP6FFRH1YT,B0002CZSJO,4.0,1250985600,231,25
AFUXETAHFUXFE,B0002CZSJO,5.0,1399852800,232,25
A1YA2BPU7CVNJD,B0002CZSJO,4.0,1365206400,233,25
A14PY68SX7D5DV,B0002CZSJO,5.0,1315612800,234,25
A2J4UAF6RW13WK,B0002CZSJO,5.0,1371600000,235,25
AAGD3GA9ZVPLQ,B0002CZSJO,2.0,1379548800,236,25
A3D0PD45BHLXFX,B0002CZSJO,3.0,1383436800,237,25
A1BTNPMESS99PL,B0002CZSJO,5.0,1274745600,238,25
AEN6KDJ3AJDK6,B0002CZSJO,5.0,1375142400,135,25
AOINAOO0NQRGN,B0002CZSJO,5.0,1330473600,196,25
A26E1V45R24QVC,B0002CZSJY,4.0,1287100800,239,26
A2EWLWNMF65J5X,B0002CZSJY,5.0,1339372800,163,26
AQES9A9BCJ7CV,B0002CZSJY,5.0,1277942400,240,26
AEMC16IPBZORW,B0002CZSJY,5.0,1249776000,241,26
A2YTKPGZXFFKVK,B0002CZSJY,4.0,1365206400,242,26
A2FGSRTR4XFHMC,B0002CZSJY,5.0,1348185600,243,26
A1786LAQ18LHDC,B0002CZSJY,5.0,1356912000,244,26
A27UAE2PME5TRV,B0002CZSJY,5.0,1294444800,245,26
A1MH0P8PE6AT4P,B0002CZSJY,5.0,1353369600,246,26
A2IRI1NFJJJ6MZ,B0002CZSJY,4.0,1364428800,247,26
A1VQHH85U7PX0,B0002CZSJY,5.0,1244246400,248,26
A3V1A3C9DTLPME,B0002CZSJY,4.0,1310774400,127,26
A2D9QW4TY8CFB0,B0002CZSJY,4.0,1359244800,249,26
A16Z3HTUIYPDH8,B0002CZSJY,5.0,1363132800,250,26
A3GSQE0LXPG9YF,B0002CZSJY,5.0,1337558400,251,26
AB0XOMFCYELCK,B0002CZSJY,3.0,1359763200,252,26
A3BH9XC0BVO1AG,B0002CZSJY,4.0,1335052800,253,26
A3NKSY3I0UW3KK,B0002CZSJY,5.0,1348963200,254,26
A3UQS40N3PW18L,B0002CZSJY,5.0,1341360000,255,26
AI45J5737CUGY,B0002CZSJY,5.0,1356220800,256,26
A18X6ZT4AEYVKB,B0002CZSJY,5.0,1355270400,170,26
A3BZ9EP6SSC9MU,B0002CZSJY,5.0,1361664000,257,26
A12SSZIN555FTL,B0002CZST4,4.0,1316822400,258,27
A2PDPIVN721PZ7,B0002CZST4,5.0,1383955200,259,27
A5RJ7TM82RH0I,B0002CZST4,5.0,1375488000,260,27
A2IN5BKM9IQT6Z,B0002CZST4,4.0,1372032000,229,27
A21WZ0YAMX0NLE,B0002CZST4,5.0,1392508800,261,27
A2E2CJWPL1YMAR,B0002CZST4,5.0,1354320000,262,27
A1AWXXBQRQN13I,B0002CZST4,5.0,1309219200,263,27
A1IDPIC36H49JX,B0002CZST4,5.0,1320796800,264,27
A1LI9W7A0CYOHV,B0002CZST4,5.0,1373673600,265,27
A3EIML9QZO5NZZ,B0002CZST4,5.0,1339200000,266,27
AEUG4DYQZJ64Z,B0002CZST4,5.0,1379980800,267,27
A165EMA3YTIM6A,B0002CZT0M,4.0,1332374400,221,28
A3M4FU3WQWJHMP,B0002CZT0M,4.0,1377993600,268,28
A34G1GTMQGEDUN,B0002CZT0M,5.0,1364169600,269,28
AQDHNCD25PFE6,B0002CZT0M,5.0,1326240000,270,28
AN73VQ17FZVJ8,B0002CZT0M,5.0,1379289600,73,28
A1IDPIC36H49JX,B0002CZT0M,5.0,1320796800,264,28
A3ADSZR7QAQ5U,B0002CZT0M,3.0,1386460800,271,28
AZBUUKQLYKUCL,B0002CZT0M,4.0,1395878400,272,28
A22SZV0N4O2FQM,B0002CZTIO,4.0,1288828800,273,29
A1QE7VZE507TO7,B0002CZTIO,5.0,1376870400,274,29
AOCBJFQ7UPEOJ,B0002CZTIO,4.0,1376870400,275,29
AH0XON4XDOF2C,B0002CZTIO,2.0,1390608000,276,29
ALV33FTOC032I,B0002CZTIO,3.0,1365552000,277,29
A3USVJXZXK7XRI,B0002CZTIO,3.0,1383091200,278,29
A2053ZJUGCKUA5,B0002CZTIO,5.0,1362528000,279,29
A2D0F87RY5YMHN,B0002CZTIO,5.0,1354492800,280,29
AZE83O4F1IJPR,B0002CZTIO,5.0,1355443200,281,29
A10H2F00ZOT8S2,B0002CZTIO,4.0,1362873600,282,29
A2VCXIAWCPQ13P,B0002CZTIO,4.0,1346198400,283,29
AXP7888CP2222,B0002CZTIO,4.0,1330473600,284,29
AGDWVRFL81B4O,B0002CZTIO,5.0,1308960000,285,29
A1T4HGVX32QIYC,B0002CZTIO,4.0,1368748800,286,29
A1TSW5IJ1LU0RP,B0002CZTIO,5.0,1371513600,287,29
ASJAKT8DJIAC5,B0002CZTIO,4.0,1339718400,288,29
AN1RO6C6I78YO,B0002CZUTM,5.0,1339804800,289,30
A3K96R872MUM3D,B0002CZUTM,5.0,1401753600,290,30
A2U1Z3TZ4P76JB,B0002CZUTM,5.0,1393977600,50,30
A20L3BCRCICRSQ,B0002CZUTM,3.0,1392854400,291,30
A3G5BIFX6VS1OP,B0002CZUTM,5.0,1388793600,292,30
A31RULW0KNYJ5H,B0002CZUTM,4.0,1358294400,293,30
AG5L0MYSPPWDC,B0002CZUTM,4.0,1395273600,294,30
A1SG6JGU7ISEH3,B0002CZUTM,5.0,1326931200,295,30
AVDW3OAVWWE05,B0002CZUTM,5.0,1380931200,296,30
A2JZTK0WGJCMGN,B0002CZUTM,5.0,1389139200,297,30
AMU3EIC4EOPX4,B0002CZUTM,5.0,1376870400,298,30
ATL0URQ0KUKGZ,B0002CZUUG,5.0,1339113600,299,31
A3DIN9E5QQZ6VT,B0002CZUUG,5.0,1397088000,300,31
A1LU9607CVAMIF,B0002CZUUG,4.0,1395360000,301,31
A15TYOEWBQYF0X,B0002CZUUG,5.0,1390521600,302,31
A3MDQTWO6NOV1U,B0002CZUUG,5.0,1380931200,303,31
A3IVULXGE2PB43,B0002CZUUG,5.0,1370908800,304,31
A2MMH4O7EDNLCV,B0002CZUUG,5.0,1355011200,305,31
A278CZM7C2OO8A,B0002CZUUG,3.0,1393286400,306,31
A2RIQKV4OOXME1,B0002CZUUG,3.0,1395532800,307,31
A3MRBUCGH66JTY,B0002CZUUG,5.0,1334793600,308,31
A2EDYSY4M8TESS,B0002CZUUG,3.0,1379030400,309,31
A1GUHIMGFE362L,B0002CZUUG,5.0,1393804800,310,31
A2ZGEV4CTSCTIZ,B0002CZUUG,5.0,1389398400,311,31
A3CMXRFIWQCBKQ,B0002CZUUG,5.0,1383177600,312,31
A2NYK9KWFMJV4Y,B0002CZUUG,5.0,1334620800,10,31
A2AAS19L5VE69J,B0002CZUUG,5.0,1234137600,313,31
A25ZBYVW8ZINLM,B0002CZUUG,5.0,1369958400,314,31
A3KBFCPNQ58YK4,B0002CZUUG,2.0,1393200000,315,31
A1UMOYYM8HB2A1,B0002CZUUG,5.0,1378944000,316,31
A23AKO4BZLZ8DE,B0002CZUUG,5.0,1317427200,317,31
A102MU6ZC9H1N6,B0002CZUUG,5.0,1364256000,318,31
A18MMME07XZLYO,B0002CZUUG,5.0,1387497600,319,31
A3BTH66WVCQAM9,B0002CZV46,4.0,1379030400,320,32
AXXGP6UT41KAS,B0002CZV46,5.0,1315958400,321,32
A26M5O53PHZTKN,B0002CZV46,4.0,1322870400,322,32
A3ARSPDQYDZVNS,B0002CZV46,5.0,1392681600,323,32
ALAY8GVFBUQ9L,B0002CZV46,5.0,1358553600,324,32
A2Y8JW5NSY95OL,B0002CZV46,3.0,1368230400,111,32
A1AUDW7X02EEPJ,B0002CZV46,5.0,1383091200,325,32
A3KKTTJACRWL16,B0002CZV46,5.0,1394236800,326,32
A3VIIH9ZNJ823H,B0002CZV46,3.0,1204675200,327,32
A3AT69S9R8ZWGT,B0002CZV46,5.0,1373068800,328,32
A3IKOEE8Z3T6BH,B0002CZV78,5.0,1313798400,329,33
A21Q29J3ZWPDNP,B0002CZV78,5.0,1272499200,330,33
A2BK5M8IYNF7CV,B0002CZV78,5.0,1370390400,331,33
A1EX4410F46C8O,B0002CZV78,5.0,1303862400,332,33
A2CMX45JPSCTUJ,B0002CZV78,5.0,1332374400,333,33
A2XVE2J5WGCSGX,B0002CZV78,5.0,1315785600,334,33
AW97HQETLQ25Y,B0002CZV7I,4.0,1325376000,335,34
A1365RYO0BLEMI,B0002CZV7I,4.0,1336780800,336,34
AHCJAJO18KRP1,B0002CZV7I,5.0,1340150400,337,34
